,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,heat_index,heat_index_lower,heat_index_upper,heat_index95,heat_index95_lower,heat_index95_upper,heat_index99,heat_index99_lower,heat_index99_upper,heat_index_std,heat_index_std_lower,heat_index_std_upper,heat_index_sum,heat_index_sum_lower,heat_index_sum_upper,humidity_mean,humidity_mean_lower,humidity_mean_upper,lag_heat_index_1,lag_heat_index_1_lower,lag_heat_index_1_upper,lag_heat_index_2,lag_heat_index_2_lower,lag_heat_index_2_upper,lag_heat_index_3,lag_heat_index_3_lower,lag_heat_index_3_upper,temperature_max,temperature_max_lower,temperature_max_upper,temperature_mean,temperature_mean_lower,temperature_mean_upper,temperature_min,temperature_min_lower,temperature_min_upper,wind_speed_mean,wind_speed_mean_lower,wind_speed_mean_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2000-12-01,0.7480849999999999,0.5763889248104116,0.789642384094371,0.7480849999999999,0.7480849999999999,-0.07010690619501482,-0.07010690619501482,-0.07010690619501482,-0.06936148096201332,-0.06936148096201332,-0.06936148096201332,-0.18079205450743357,-0.18079205450743357,-0.18079205450743357,-0.021267735299563204,-0.021267735299563204,-0.021267735299563204,-0.05349257271719485,-0.05349257271719485,-0.05349257271719485,-0.0070510897410554505,-0.0070510897410554505,-0.0070510897410554505,0.11242015559189147,0.11242015559189147,0.11242015559189147,-0.022431965338758714,-0.022431965338758714,-0.022431965338758714,-0.007046450960114762,-0.007046450960114762,-0.007046450960114762,0.003181371477479916,0.003181371477479916,0.003181371477479916,-0.01917357339623087,-0.01917357339623087,-0.01917357339623087,0.0313105210727954,0.0313105210727954,0.0313105210727954,0.1133781099398091,0.1133781099398091,0.1133781099398091,-0.01199621783717023,-0.01199621783717023,-0.01199621783717023,-0.006399979246467592,-0.006399979246467592,-0.006399979246467592,-0.0007454252330015008,-0.0007454252330015008,-0.0007454252330015008,0.0,0.0,0.0,0.6779780938049851
1,2001-01-01,0.7444210641683777,0.5551514923532067,0.7601871298090493,0.7444210641683777,0.7444210641683777,-0.08510730154944902,-0.08510730154944902,-0.08510730154944902,-0.0600369937744752,-0.0600369937744752,-0.0600369937744752,-0.2757414116027306,-0.2757414116027306,-0.2757414116027306,-0.02585848108687968,-0.02585848108687968,-0.02585848108687968,-0.05306740073117398,-0.05306740073117398,-0.05306740073117398,0.0007453364944777435,0.0007453364944777435,0.0007453364944777435,0.16636863847171252,0.16636863847171252,0.16636863847171252,0.0004692361162850344,0.0004692361162850344,0.0004692361162850344,-0.02611877546598328,-0.02611877546598328,-0.02611877546598328,-0.005205929753661194,-0.005205929753661194,-0.005205929753661194,-0.002729662570935473,-0.002729662570935473,-0.002729662570935473,0.0313105210727954,0.0313105210727954,0.0313105210727954,0.16118192687477054,0.16118192687477054,0.16118192687477054,-0.026178576444054497,-0.026178576444054497,-0.026178576444054497,-0.005212415149097728,-0.005212415149097728,-0.005212415149097728,-0.025070307774973825,-0.025070307774973825,-0.025070307774973825,0.0,0.0,0.0,0.6593137626189287
2,2001-02-01,0.7407571283367556,0.4352064274066752,0.6518794156553829,0.7407571283367556,0.7407571283367556,-0.20183522822109762,-0.20183522822109762,-0.20183522822109762,-0.16688634503304342,-0.16688634503304342,-0.16688634503304342,-0.31102231458604607,-0.31102231458604607,-0.31102231458604607,-0.028804598794706336,-0.028804598794706336,-0.028804598794706336,-0.05227460529057392,-0.05227460529057392,-0.05227460529057392,0.0032913364228798953,0.0032913364228798953,0.0032913364228798953,0.1209230496171104,0.1209230496171104,0.1209230496171104,0.005762456618421146,0.005762456618421146,0.005762456618421146,-0.039763482267605454,-0.039763482267605454,-0.039763482267605454,-0.019182482955051896,-0.019182482955051896,-0.019182482955051896,0.004691282803766302,0.004691282803766302,0.004691282803766302,0.018690408506733105,0.018690408506733105,0.018690408506733105,0.17814042010880637,0.17814042010880637,0.17814042010880637,-0.03878511742795161,-0.03878511742795161,-0.03878511742795161,-0.008552697788825328,-0.008552697788825328,-0.008552697788825328,-0.03494888318805422,-0.03494888318805422,-0.03494888318805422,0.0,0.0,0.0,0.538921900115658
3,2001-03-01,0.7374477669404517,0.5193625341189054,0.747888464046793,0.7374477669404517,0.7374477669404517,-0.10479168820468414,-0.10479168820468414,-0.10479168820468414,-0.06926195997878054,-0.06926195997878054,-0.06926195997878054,-0.26683590629551196,-0.26683590629551196,-0.26683590629551196,-0.024831096138457683,-0.024831096138457683,-0.024831096138457683,-0.04379006210287319,-0.04379006210287319,-0.04379006210287319,0.004059073669390339,0.004059073669390339,0.004059073669390339,0.16130869372537288,0.16130869372537288,0.16130869372537288,0.005555377985187332,0.005555377985187332,0.005555377985187332,-0.044833527938590426,-0.044833527938590426,-0.044833527938590426,-0.029181577217084295,-0.029181577217084295,-0.029181577217084295,0.017057505856425445,0.017057505856425445,0.017057505856425445,0.020793760601076808,0.020793760601076808,0.020793760601076808,0.15654181797685837,0.15654181797685837,0.15654181797685837,-0.023420895603827003,-0.023420895603827003,-0.023420895603827003,-0.0016851244967471277,-0.0016851244967471277,-0.0016851244967471277,-0.03552972822590362,-0.03552972822590362,-0.03552972822590362,0.0,0.0,0.0,0.6326560787357676
4,2001-04-01,0.7337838311088295,0.5477165711290414,0.7672384791155362,0.7337838311088295,0.7337838311088295,-0.07732480766327292,-0.07732480766327292,-0.07732480766327292,-0.011599383638561602,-0.011599383638561602,-0.011599383638561602,-0.05911931414912053,-0.05911931414912053,-0.05911931414912053,0.0011337234671163134,0.0011337234671163134,0.0011337234671163134,0.0057188536026418395,0.0057188536026418395,0.0057188536026418395,0.015363630099069573,0.015363630099069573,0.015363630099069573,0.02607440882544186,0.02607440882544186,0.02607440882544186,0.029620740801335303,0.029620740801335303,0.029620740801335303,-0.038483715742010864,-0.038483715742010864,-0.038483715742010864,-0.032897000737284895,-0.032897000737284895,-0.032897000737284895,0.025904539040297506,0.025904539040297506,0.025904539040297506,-0.017066577097110222,-0.017066577097110222,-0.017066577097110222,0.03574349362020338,0.03574349362020338,0.03574349362020338,-0.006086901750968459,-0.006086901750968459,-0.006086901750968459,0.0024947363818275804,0.0024947363818275804,0.0024947363818275804,-0.06572542402471131,-0.06572542402471131,-0.06572542402471131,0.0,0.0,0.0,0.6564590234455566
5,2001-05-01,0.7302380867556467,0.5983247422895633,0.8105076761360694,0.7302380867556467,0.7302380867556467,-0.025792825066941163,-0.025792825066941163,-0.025792825066941163,0.0478399631335414,0.0478399631335414,0.0478399631335414,0.13344017014432255,0.13344017014432255,0.13344017014432255,0.02038805442736482,0.02038805442736482,0.02038805442736482,0.06123514884397127,0.06123514884397127,0.06123514884397127,0.014334864089253802,0.014334864089253802,0.014334864089253802,-0.06612082994526071,-0.06612082994526071,-0.06612082994526071,0.03683854124018193,0.03683854124018193,0.03683854124018193,-0.008633782215604405,-0.008633782215604405,-0.008633782215604405,-0.028243740566662998,-0.028243740566662998,-0.028243740566662998,0.02919188430517475,0.02919188430517475,0.02919188430517475,-0.05387523874812535,-0.05387523874812535,-0.05387523874812535,-0.08561592191878778,-0.08561592191878778,-0.08561592191878778,-0.0017534032877538292,-0.0017534032877538292,-0.0017534032877538292,-0.003345783234532625,-0.003345783234532625,-0.003345783234532625,-0.07363278820048257,-0.07363278820048257,-0.07363278820048257,0.0,0.0,0.0,0.7044452616887056
6,2001-06-01,0.7265741509240246,0.6118935726366747,0.8254952670573837,0.7265741509240246,0.7265741509240246,-0.009307969092601306,-0.009307969092601306,-0.009307969092601306,0.048711232157154054,0.048711232157154054,0.048711232157154054,0.1702222211013717,0.1702222211013717,0.1702222211013717,0.01611405182572789,0.01611405182572789,0.01611405182572789,0.03565182035180001,0.03565182035180001,0.03565182035180001,-0.01798996368170313,-0.01798996368170313,-0.01798996368170313,-0.10002977161074071,-0.10002977161074071,-0.10002977161074071,0.025626424053624145,0.025626424053624145,0.025626424053624145,0.0190379976198142,0.0190379976198142,0.0190379976198142,-0.006369155543666753,-0.006369155543666753,-0.006369155543666753,0.025074756687026425,0.025074756687026425,0.025074756687026425,-0.03704842199337561,-0.03704842199337561,-0.03704842199337561,-0.10769606659142021,-0.10769606659142021,-0.10769606659142021,0.02858108595474862,0.02858108595474862,0.02858108595474862,-0.002463746016052503,-0.002463746016052503,-0.002463746016052503,-0.05801920124975536,-0.05801920124975536,-0.05801920124975536,0.0,0.0,0.0,0.7172661818314232
7,2001-07-01,0.7230284066026921,0.6976213880367139,0.9096654095970009,0.7230284066026921,0.7230284066026921,0.08332818248258875,0.08332818248258875,0.08332818248258875,0.09611501386752676,0.09611501386752676,0.09611501386752676,0.2396940762674098,0.2396940762674098,0.2396940762674098,0.02124082454265581,0.02124082454265581,0.02124082454265581,0.05070376759023586,0.05070376759023586,0.05070376759023586,-0.008951766498108176,-0.008951766498108176,-0.008951766498108176,-0.1264923502036048,-0.1264923502036048,-0.1264923502036048,0.020793459024418367,0.020793459024418367,0.020793459024418367,0.024323765909614662,0.024323765909614662,0.024323765909614662,0.01390923804846694,0.01390923804846694,0.01390923804846694,0.0057204857390352835,0.0057204857390352835,0.0057204857390352835,-0.02337663338014142,-0.02337663338014142,-0.02337663338014142,-0.150610355063301,-0.150610355063301,-0.150610355063301,0.030156903577735764,0.030156903577735764,0.030156903577735764,-0.0009964016868903457,-0.0009964016868903457,-0.0009964016868903457,-0.012786831384938021,-0.012786831384938021,-0.012786831384938021,0.0,0.0,0.0,0.8063565890852809
8,2001-08-01,0.7193644708039818,0.7115634666573452,0.9312058467298964,0.7193644708039818,0.7193644708039818,0.10044615256966846,0.10044615256966846,0.10044615256966846,0.04831411824125885,0.04831411824125885,0.04831411824125885,0.0632350836285497,0.0632350836285497,0.0632350836285497,0.002073800998972791,0.002073800998972791,0.002073800998972791,0.01953737261496505,0.01953737261496505,0.01953737261496505,-0.0012417284489377974,-0.0012417284489377974,-0.0012417284489377974,-0.026231587681395767,-0.026231587681395767,-0.026231587681395767,-0.0052204612543935896,-0.0052204612543935896,-0.0052204612543935896,0.03430722576341817,0.03430722576341817,0.03430722576341817,0.017782747105524372,0.017782747105524372,0.017782747105524372,-0.012221501437387238,-0.012221501437387238,-0.012221501437387238,-0.018118253144282077,-0.018118253144282077,-0.018118253144282077,-0.034130458296210024,-0.034130458296210024,-0.034130458296210024,0.004549867204194742,0.004549867204194742,0.004549867204194742,0.003992011188240523,0.003992011188240523,0.003992011188240523,0.05213203432840962,0.05213203432840962,0.05213203432840962,0.0,0.0,0.0,0.8198106233736503
9,2001-09-01,0.7157005350052715,0.605883950599057,0.8224212897376413,0.7157005350052715,0.7157005350052715,-0.006459911475858305,-0.006459911475858305,-0.006459911475858305,-0.003067217559929054,-0.003067217559929054,-0.003067217559929054,0.11129628035351996,0.11129628035351996,0.11129628035351996,0.01315575168768274,0.01315575168768274,0.01315575168768274,0.03358608575305324,0.03358608575305324,0.03358608575305324,0.0036803367073362844,0.0036803367073362844,0.0036803367073362844,-0.06762915365759586,-0.06762915365759586,-0.06762915365759586,-0.000918263385551512,-0.000918263385551512,-0.000918263385551512,0.008949168681996291,0.008949168681996291,0.008949168681996291,0.0250988116857856,0.0250988116857856,0.0250988116857856,-0.01564871817000064,-0.01564871817000064,-0.01564871817000064,-0.042306802229234906,-0.042306802229234906,-0.042306802229234906,-0.06628158636792494,-0.06628158636792494,-0.06628158636792494,0.012035000913383654,0.012035000913383654,0.012035000913383654,-0.018084129532378965,-0.018084129532378965,-0.018084129532378965,-0.0033926939159292504,-0.0033926939159292504,-0.0033926939159292504,0.0,0.0,0.0,0.7092406235294132
