date,heat_index,heat_index_sum,heat_index_std,heat_index99,heat_index95,temperature_mean,temperature_max,temperature_min,wind_speed_mean,humidity_mean,lag_heat_index_1,lag_heat_index_2,lag_heat_index_3
2001-10,21.27641129032258,15829.65,4.040490875083806,33.6499,29.304,21.18212365591398,35.3,12.3,2.150537634408602,71.96370967741936,17.503722222222223,18.598024193548387,14.580241935483873
2001-11,21.677472222222224,15607.78,4.270783559328669,33.25429999999999,30.335499999999993,21.52486111111111,34.6,13.0,2.1305555555555555,72.0513888888889,21.27641129032258,17.503722222222223,18.598024193548387
2001-12,23.001532258064515,17113.14,4.221008990197025,33.92790000000002,31.015000000000004,22.669758064516127,35.3,14.6,2.107258064516129,72.1491935483871,21.677472222222224,21.27641129032258,17.503722222222223
2002-01,25.361948924731184,18869.29,3.876310957692332,34.2971,31.9185,24.791263440860217,35.2,16.4,1.910752688172043,68.40053763440861,23.001532258064515,21.677472222222224,21.27641129032258
2002-02,24.085982142857144,16185.78,4.075409655798029,34.738699999999994,31.5145,23.69613095238095,35.2,15.5,1.762202380952381,69.00595238095238,25.361948924731184,23.001532258064515,21.677472222222224
2002-03,27.04028225806452,20117.97,4.892368551259579,39.5328,36.795,25.730376344086025,37.3,18.5,1.7008064516129033,73.66397849462365,24.085982142857144,25.361948924731184,23.001532258064515
2002-04,21.043819444444445,15151.55,4.16644079812001,31.624399999999987,28.9205,20.8175,31.2,10.7,1.7873611111111112,76.67222222222222,27.04028225806452,24.085982142857144,25.361948924731184
2002-05,19.3267876344086,14379.13,3.745147676712528,30.42,27.724,19.27983870967742,32.4,11.2,1.2614247311827957,78.21370967741936,21.043819444444445,27.04028225806452,24.085982142857144
2002-06,14.418930555555555,10381.63,5.5516979668439665,28.646199999999997,24.814999999999994,14.838194444444444,30.1,3.6,1.2466666666666666,77.62361111111112,19.3267876344086,21.043819444444445,27.04028225806452
2002-07,13.722755376344086,10209.73,4.525047898213731,24.197100000000002,21.744,14.18252688172043,28.3,4.8,1.4690860215053763,79.1008064516129,14.418930555555555,19.3267876344086,21.043819444444445
2002-08,16.39685483870968,12199.26,5.481822186304891,30.922400000000014,27.278000000000002,16.651075268817205,32.7,6.5,1.4633064516129033,77.56586021505376,13.722755376344086,14.418930555555555,19.3267876344086
2002-09,15.202097222222223,10945.51,4.923597875599125,26.850499999999997,23.020999999999997,15.63111111111111,30.9,5.9,1.7241666666666668,74.95972222222223,16.39685483870968,13.722755376344086,14.418930555555555
2002-10,20.853870967741937,15515.28,4.273953832404457,32.21,29.197,20.536693548387095,32.0,8.9,1.8258064516129033,79.83064516129032,15.202097222222223,16.39685483870968,13.722755376344086
2002-11,22.605819444444446,16276.19,4.62382674161545,33.5472,31.8615,22.359305555555558,35.1,13.5,2.211388888888889,69.59444444444445,20.853870967741937,15.202097222222223,16.39685483870968
2002-12,23.673252688172045,17612.9,3.4679438616928,35.21100000000002,31.115000000000006,23.27258064516129,34.3,15.8,1.7966397849462366,71.39247311827957,22.605819444444446,20.853870967741937,15.202097222222223
2003-01,25.56975806451613,19023.9,4.104090917161545,35.5871,32.4155,24.940860215053764,36.2,16.5,1.7873655913978495,68.63306451612904,23.673252688172045,22.605819444444446,20.853870967741937
2003-02,26.795520833333335,18006.59,5.27999074448624,39.839,37.18749999999999,25.561309523809523,37.5,16.3,1.4148809523809522,71.3452380952381,25.56975806451613,23.673252688172045,22.605819444444446
