date,hospitalizations,hospitalizations_lag_3,average_stay_lag_3,deaths_lag_3,mortality_rate_lag_3,hospitalizations_lag_3_12m_window,average_stay_lag_3_12m_window,deaths_lag_3_12m_window,mortality_rate_lag_3_12m_window,heat_index,heat_index_sum,heat_index_std,heat_index99,heat_index95,temperature_mean,temperature_max,temperature_min,wind_speed_mean,humidity_mean,lag_heat_index_1,lag_heat_index_2,lag_heat_index_3
2001-10-01,3999.0,4356.0,5.8,295.0,6.77,4177.25,5.983333333333333,257.0833333333333,6.128333333333334,21.27641129032258,15829.65,4.040490875083806,33.6499,29.304,21.18212365591398,35.3,12.3,2.150537634408602,71.96370967741936,17.503722222222223,18.598024193548387,14.580241935483873
2001-11-01,4113.0,4632.0,6.1,319.0,6.89,4205.75,6.008333333333333,257.4166666666667,6.090833333333333,21.677472222222224,15607.78,4.270783559328669,33.25429999999999,30.335499999999996,21.52486111111111,34.6,13.0,2.1305555555555555,72.0513888888889,21.27641129032258,17.503722222222223,18.598024193548387
2001-12-01,4147.0,3935.0,6.3,237.0,6.02,4169.916666666667,6.0,252.75,6.033333333333334,23.001532258064515,17113.14,4.221008990197025,33.92790000000002,31.015000000000004,22.669758064516127,35.3,14.6,2.107258064516129,72.1491935483871,21.677472222222224,21.27641129032258,17.503722222222223
2002-01-01,4251.0,3999.0,6.0,306.0,7.65,4137.5,5.9750000000000005,255.33333333333331,6.1483333333333325,25.361948924731184,18869.29,3.876310957692332,34.2971,31.9185,24.791263440860217,35.2,16.4,1.910752688172043,68.40053763440861,23.001532258064515,21.677472222222224,21.27641129032258
2002-02-01,4055.0,4113.0,6.1,242.0,5.88,4119.5,5.9750000000000005,254.0,6.141666666666667,24.085982142857144,16185.78,4.075409655798029,34.738699999999994,31.5145,23.69613095238095,35.2,15.5,1.762202380952381,69.00595238095238,25.361948924731184,23.001532258064515,21.677472222222224
2002-03-01,3749.0,4147.0,6.0,246.0,5.93,4109.583333333333,5.966666666666666,254.33333333333331,6.163333333333333,27.04028225806452,20117.97,4.892368551259579,39.5328,36.795,25.730376344086025,37.3,18.5,1.7008064516129031,73.66397849462365,24.085982142857144,25.361948924731184,23.001532258064515
2002-04-01,4087.0,4251.0,5.8,246.0,5.79,4127.833333333333,5.958333333333333,256.6666666666667,6.195,21.043819444444445,15151.55,4.16644079812001,31.624399999999987,28.9205,20.8175,31.2,10.7,1.7873611111111112,76.67222222222222,27.04028225806452,24.085982142857144,25.361948924731184
2002-05-01,4125.0,4055.0,5.9,242.0,5.97,4141.75,5.966666666666666,258.75,6.2275,19.3267876344086,14379.13,3.745147676712528,30.42,27.724,19.27983870967742,32.4,11.2,1.2614247311827955,78.21370967741936,21.043819444444445,27.04028225806452,24.085982142857144
2002-06-01,4193.0,3749.0,5.7,236.0,6.3,4149.333333333333,5.958333333333333,263.75,6.351666666666667,14.418930555555557,10381.63,5.551697966843967,28.6462,24.814999999999998,14.838194444444444,30.1,3.6,1.2466666666666666,77.62361111111112,19.3267876344086,21.043819444444445,27.04028225806452
2002-07-01,4558.0,4087.0,5.7,250.0,6.12,4154.75,5.95,263.25,6.331666666666667,13.722755376344086,10209.73,4.525047898213731,24.1971,21.744,14.18252688172043,28.3,4.8,1.4690860215053765,79.1008064516129,14.418930555555557,19.3267876344086,21.043819444444445
2002-08-01,4768.0,4125.0,6.0,248.0,6.01,4137.5,5.933333333333333,261.4166666666667,6.313333333333333,16.39685483870968,12199.26,5.481822186304891,30.92240000000001,27.278,16.651075268817205,32.7,6.5,1.4633064516129033,77.56586021505376,13.722755376344086,14.418930555555557,19.3267876344086
2002-09-01,4291.0,4193.0,6.0,306.0,7.3,4136.833333333333,5.95,264.4166666666667,6.385833333333334,15.202097222222225,10945.51,4.923597875599125,26.8505,23.021,15.63111111111111,30.9,5.9,1.7241666666666668,74.95972222222223,16.39685483870968,13.722755376344086,14.418930555555557
